name,occurences,%
Wood Wand of Souls,1,0.001
Ancient Tome of Moon,4,0.004
Wood Halberd of Sun,2,0.002
Bronze Dagger of Skill,1,0.001
Greater Wand of Skill,2,0.002
Champion Long Sword of Moon,1,0.001
Bronze Warhammer of Souls,1,0.001
Mystic Long Sword of Pain,1,0.001
Cast Iron Fire Flame,2,0.002
Wood Greater Wand of Void,1,0.001
Warhammer of Might,1,0.001
Reinforced Spear of Warding,1,0.001
Plague Bracelet of Warding,2,0.002
Forged Short Bow of Insanity,1,0.001
Forged Ice Flame of Warding,2,0.002
Steel Long Sword of Pain,2,0.002
Demonic Long Bow of Storms,1,0.001
Wood Tome of Moon,2,0.002
Sage Pendant of Torment,2,0.002
Shadow Wand of Suffering,1,0.001
Long Bow of Lightning,1,0.001
Mystic Short Bow of Skill,1,0.001
Reinforced Warhammer of Lightning,1,0.001
Cracked Morningstar of Storms,2,0.002
Cracked Club of Rage,1,0.001
Bronze Spear of Warding,1,0.001
Worn Wand of Might,1,0.001
Reinforced Staff of Brilliance,1,0.001
Divine Ring of Rage,2,0.002
Wood Spear of Destruction,3,0.003
Wood Tome of Arcane,1,0.001
Mystic Double Bow of Wit,2,0.002
Shadow Club of Healing,3,0.003
Exquisite Amulet of Arcane,4,0.004
Cast Iron Rapier of Skill,1,0.001
Steel Long Sword of Moon,1,0.001
Mystic Scythe of Destruction,1,0.001
Champion Fire Flame of Warding,1,0.001
Worn Wand of Destruction,1,0.001
Bronze Quarterstaff of Storms,1,0.001
Exquisite Necklace of Sun,1,0.001
Worn Rapier of Healing,1,0.001
Lava-Forged Wand,1,0.001
Wood Rapier of Shadows,2,0.002
Reinforced Morningstar of Rage,2,0.002
Bronze Long Sword of Void,3,0.003
Demonic Club of Fiery Might,1,0.001
Champion Rapier of Shadows,1,0.001
Cracked Ice Flame of Warding,1,0.001
Champion Dagger of Void,1,0.001
Wood Club of Fiery Might,2,0.002
Cracked Club of Shadows,1,0.001
Bronze Greater Wand of Warding,2,0.002
Champion Short Bow of Moon,1,0.001
Forged Greater Wand of Moon,1,0.001
Wood Club of Warding,1,0.001
Wood Short Bow of Arcane,1,0.001
Champion Ice Flame of Void,2,0.002
Champion Long Sword of Brilliance,1,0.001
Exquisite Bracer of Healing,2,0.002
Bronze Bracer of Rage,3,0.003
Shadow Dagger of Vengeance,2,0.002
Forged Warhammer of Souls,1,0.001
Steel Double Bow of Sun,1,0.001
Reinforced Quarterstaff of Lightning,3,0.003
Wood Morningstar of Arcane,2,0.002
Demonic Scepter of Rage,1,0.001
Cast Iron Scepter of Insanity,1,0.001
Mystic Long Sword of Brilliance,2,0.002
Enchanted Pendant of Souls,1,0.001
Forged Quarterstaff of Wit,1,0.001
Shadow Ice Flame of Sun,1,0.001
Demonic Scythe of Might,1,0.001
Mystic Scythe,1,0.001
Elemental Amulet of Souls,4,0.004
Lava-Forged Mace of Might,1,0.001
Wood Long Sword of Void,2,0.002
Ancient Long Sword of Souls,2,0.002
Steel Axe of Shadows,1,0.001
Forged Axe of Torment,2,0.002
Wood Fire Flame of Lightning,1,0.001
Shadow Rapier of Torment,1,0.001
Worn Scythe of Destruction,1,0.001
Shadow Short Bow of Insanity,1,0.001
Divine Bracer of Light,2,0.002
Mystic Fire Flame of Healing,1,0.001
Shadow Warhammer of Storms,1,0.001
Cast Iron Long Sword of Void,1,0.001
Mystic Scepter of Torment,1,0.001
Worn Fire Flame of Rage,1,0.001
Bronze Rapier of Torment,2,0.002
Demonic Warhammer of Souls,2,0.002
Lava-Forged Scythe of Skill,1,0.001
Necklace of Fiery Might,2,0.002
Worn Scythe of Souls,1,0.001
Steel Scythe of Torment,2,0.002
Mystic Long Sword of Vengeance,1,0.001
Steel Scythe of Light,1,0.001
Forged Ice Flame of Might,1,0.001
Lava-Forged Long Sword of Rage,1,0.001
Rapier of Doom,1,0.001
Cracked Fire Flame of Void,1,0.001
Lava-Forged Staff of Rage,1,0.001
Mystic Ice Flame of Wit,1,0.001
Ring of Destruction,3,0.003
Demonic Mace of Destruction,2,0.002
Worn Morningstar of Destruction,2,0.002
Champion Tome of Warding,1,0.001
Divine Choker of Brilliance,2,0.002
Lava-Forged Wand of Skill,2,0.002
Demonic Dagger of Light,1,0.001
Bronze Dagger of Shadows,2,0.002
Cast Iron Scythe of Sun,1,0.001
Double Bow of Warding,1,0.001
Reinforced Spear of Skill,1,0.001
Worn Club of Destruction,1,0.001
Reinforced Dagger of Moon,1,0.001
Wood Short Bow of Fiery Might,2,0.002
True Pendant of Suffering,5,0.005
Demonic Halberd of Skill,1,0.001
Cast Iron Mace of Lightning,4,0.004
Champion Mace of Suffering,2,0.002
Bronze Long Bow of Brilliance,2,0.002
Steel Dagger of Brilliance,2,0.002
Shadow Greater Wand of Void,1,0.001
Reinforced Wand of Torment,1,0.001
Dragonscale Necklace of Moon,1,0.001
Wood Greater Wand of Abyss,1,0.001
Spear of Souls,1,0.001
Staff of Healing,1,0.001
Crimson Choker of Healing,5,0.005
Champion Greater Wand,2,0.002
Demonic Long Sword of Insanity,1,0.001
Bronze Pendant of Destruction,4,0.004
Lava-Forged Halberd of Destruction,1,0.001
Steel Scythe of Skill,1,0.001
Gold Pendant of Doom,3,0.003
Demonic Morningstar of Lightning,1,0.001
Lava-Forged Short Bow of Sun,1,0.001
Worn Greater Wand,2,0.002
Bronze Tome of Insanity,2,0.002
Reinforced Spear of Fiery Might,1,0.001
Champion Fire Flame of Might,2,0.002
Ancient Double Bow of Vengeance,1,0.001
Ice Flame,1,0.001
Demonic Morningstar of Suffering,1,0.001
Wood Fire Flame of Destruction,1,0.001
Lava-Forged Spear of Might,1,0.001
Long Bow of Insanity,1,0.001
Cracked Club of Void,2,0.002
Wand of Sun,1,0.001
Enflamed Choker of Moon,1,0.001
Bronze Long Bow of Might,2,0.002
Reinforced Axe of Rage,2,0.002
Steel Axe of Warding,1,0.001
Forged Axe of Might,1,0.001
Worn Axe of Souls,1,0.001
Shadow Tome of Insanity,1,0.001
Steel Wand of Sun,1,0.001
Reinforced Axe of Moon,1,0.001
Shadow Warhammer of Abyss,1,0.001
Champion Morningstar of Destruction,2,0.002
Wood Short Bow of Storms,1,0.001
Demonic Club of Wit,1,0.001
Spear of Skill,1,0.001
Mystic Dagger of Rage,1,0.001
Forged Rapier of Brilliance,1,0.001
Forged Wand of Light,1,0.001
Warhammer of Shadows,1,0.001
Wood Axe of Void,2,0.002
Cracked Morningstar of Warding,1,0.001
Lava-Forged Mace of Skill,1,0.001
Worn Dagger of Torment,2,0.002
Demonic Short Bow of Storms,1,0.001
Dragonscale Pendant of Suffering,2,0.002
Forged Staff of Shadows,1,0.001
Cast Iron Scythe of Warding,1,0.001
Steel Axe of Abyss,2,0.002
Steel Short Bow of Skill,1,0.001
Enflamed Choker of Souls,3,0.003
Bronze Long Bow of Suffering,1,0.001
Champion Ice Flame of Suffering,2,0.002
Steel Fire Flame of Arcane,2,0.002
Champion Fire Flame,2,0.002
Ancient Club of Warding,1,0.001
Worn Morningstar of Skill,2,0.002
Demonic Scythe of Suffering,1,0.001
Ancient Tome,1,0.001
Worn Club of Sun,1,0.001
Bracelet of Suffering,1,0.001
Worn Long Bow of Arcane,1,0.001
Reinforced Axe of Shadows,1,0.001
Bronze Rapier of Vengeance,1,0.001
Reinforced Scythe of Torment,1,0.001
Forged Scepter,1,0.001
Ancient Scepter of Might,1,0.001
Cast Iron Dagger of Might,1,0.001
Wood Rapier of Warding,1,0.001
Mace of Shadows,1,0.001
Champion Fire Flame of Lightning,1,0.001
Cast Iron Quarterstaff of Warding,2,0.002
Mystic Spear of Warding,1,0.001
Bronze Morningstar of Vengeance,1,0.001
Reinforced Club of Doom,2,0.002
Wood Greater Wand of Souls,1,0.001
Cast Iron Double Bow of Destruction,1,0.001
Mystic Short Bow of Fiery Might,2,0.002
Bronze Club of Fiery Might,1,0.001
Mystic Morningstar of Might,2,0.002
Worn Scythe,3,0.003
Plague Amulet of Destruction,4,0.004
Ancient Fire Flame of Sun,3,0.003
Lava-Forged Double Bow of Souls,2,0.002
Imbued Bracelet of Fiery Might,1,0.001
Shadow Long Sword of Sun,1,0.001
Lava-Forged Tome of Abyss,1,0.001
Mystic Morningstar of Light,1,0.001
Sage Necklace of Souls,1,0.001
Mystic Fire Flame of Moon,1,0.001
Reinforced Dagger of Pain,1,0.001
Worn Ice Flame of Destruction,1,0.001
Forged Scepter of Vengeance,3,0.003
Bronze Scepter of Lightning,2,0.002
Possessed Amulet of Void,1,0.001
Mystic Warhammer of Doom,4,0.004
Wood Mace of Sun,1,0.001
Shadow Double Bow of Insanity,1,0.001
Cracked Fire Flame of Light,3,0.003
Shadow Fire Flame of Rage,2,0.002
Forged Spear of Rage,1,0.001
Mystic Quarterstaff of Healing,1,0.001
Worn Club of Shadows,1,0.001
Champion Club of Torment,3,0.003
Steel Halberd of Insanity,1,0.001
Lava-Forged Necklace of Doom,5,0.005
Ancient Greater Wand of Pain,2,0.002
Cast Iron Halberd of Void,2,0.002
Champion Axe of Doom,1,0.001
Ancient Warhammer of Fiery Might,1,0.001
Champion Club of Storms,1,0.001
Forged Wand of Vengeance,3,0.003
Champion Morningstar of Torment,1,0.001
Shadow Warhammer of Brilliance,2,0.002
Crystal Bracer of Fiery Might,2,0.002
Cast Iron Spear of Lightning,1,0.001
Choker of Warding,3,0.003
Worn Long Sword of Warding,1,0.001
Dagger,2,0.002
Ancient Rapier of Void,1,0.001
Steel Greater Wand of Insanity,1,0.001
Shadow Axe of Insanity,1,0.001
Shadow Fire Flame of Sun,1,0.001
Cast Iron Short Bow of Vengeance,2,0.002
Reinforced Mace of Arcane,1,0.001
Steel Staff of Lightning,1,0.001
Mystic Morningstar of Warding,1,0.001
Reinforced Double Bow of Void,2,0.002
Reinforced Rapier of Lightning,2,0.002
Silver Amulet of Doom,3,0.003
Forged Morningstar of Abyss,1,0.001
Wood Short Bow of Wit,1,0.001
Reinforced Rapier of Abyss,1,0.001
Lava-Forged Wand of Destruction,1,0.001
Divine Bracer of Moon,2,0.002
Worn Quarterstaff,1,0.001
Short Bow of Brilliance,1,0.001
Ancient Fire Flame of Skill,2,0.002
Steel Dagger of Warding,1,0.001
Cracked Scepter of Lightning,1,0.001
Ice Flame of Wit,1,0.001
Forged Ice Flame of Shadows,1,0.001
Steel Rapier of Lightning,1,0.001
Worn Ice Flame,1,0.001
Ancient Staff of Void,1,0.001
Sage Necklace of Doom,2,0.002
Cast Iron Ice Flame of Suffering,2,0.002
Forged Greater Wand of Warding,1,0.001
Quarterstaff of Shadows,2,0.002
Bronze Club of Suffering,1,0.001
Cast Iron Rapier of Insanity,1,0.001
Wand of Moon,2,0.002
Bronze Quarterstaff of Wit,1,0.001
Lava-Forged Wand of Might,2,0.002
Mystic Staff of Brilliance,2,0.002
Cast Iron Short Bow of Healing,3,0.003
Champion Wand of Insanity,1,0.001
Worn Axe of Healing,2,0.002
Cracked Long Bow of Destruction,1,0.001
Worn Axe of Vengeance,1,0.001
Ancient Axe of Skill,1,0.001
Mystic Axe of Suffering,1,0.001
Reinforced Staff of Lightning,1,0.001
Shadow Quarterstaff of Light,1,0.001
Bronze Short Bow of Arcane,1,0.001
Cracked Axe of Fiery Might,2,0.002
Champion Halberd of Light,1,0.001
Shadow Greater Wand of Abyss,1,0.001
Steel Halberd of Healing,1,0.001
Demonic Club of Doom,1,0.001
Lava-Forged Tome of Destruction,1,0.001
Worn Long Sword,1,0.001
Bronze Mace of Torment,1,0.001
Demonic Staff of Torment,1,0.001
Bronze Greater Wand of Wit,1,0.001
Steel Staff of Abyss,2,0.002
Worn Long Sword of Healing,2,0.002
Lava-Forged Halberd of Pain,1,0.001
Cast Iron Wand of Suffering,1,0.001
Wand of Pain,1,0.001
Shadow Fire Flame of Shadows,1,0.001
Cast Iron Breastplate of Pain,2,0.002
Cracked Dagger of Souls,1,0.001
Shadow Ice Flame of Rage,2,0.002
Mystic Halberd of Pain,2,0.002
Wood Staff of Skill,1,0.001
Bronze Wand of Lightning,1,0.001
Lava-Forged Halberd of Void,1,0.001
Champion Fire Flame of Torment,1,0.001
Shadow Long Bow of Lightning,1,0.001
Possessed Necklace of Torment,1,0.001
Worn Dagger of Might,2,0.002
Cryptic Bracelet of Fiery Might,3,0.003
Demonic Tome of Shadows,1,0.001
Worn Long Bow of Storms,1,0.001
Cracked Warhammer of Doom,1,0.001
Dragonscale Choker of Storms,3,0.003
Ring of Insanity,5,0.005
Lava-Forged Dagger of Doom,1,0.001
Ancient Double Bow of Might,1,0.001
Lava-Forged Tome of Rage,2,0.002
Steel Dagger of Destruction,1,0.001
Champion Scepter of Void,1,0.001
Ancient Long Sword of Might,1,0.001
Fire Flame of Brilliance,1,0.001
Mystic Dagger of Brilliance,1,0.001
Cast Iron Club of Souls,1,0.001
Ancient Ice Flame of Suffering,1,0.001
Engraved Bracelet of Fiery Might,2,0.002
Worn Double Bow of Wit,1,0.001
Forged Ice Flame,2,0.002
Bronze Scepter of Doom,3,0.003
Diamond Pendant of Souls,3,0.003
Dagger of Light,1,0.001
Ancient Mace of Souls,2,0.002
Ancient Ice Flame of Brilliance,1,0.001
Reinforced Long Bow of Suffering,1,0.001
Champion Staff of Moon,2,0.002
Lava-Forged Rapier of Wit,1,0.001
Bronze Long Sword of Storms,1,0.001
Forged Wand of Fiery Might,1,0.001
Cracked Axe of Skill,1,0.001
Cracked Long Bow of Vengeance,2,0.002
Worn Spear of Might,1,0.001
Shadow Long Sword of Shadows,1,0.001
Ancient Staff of Sun,1,0.001
Bronze Greater Wand of Sun,2,0.002
Lava-Forged Axe of Light,1,0.001
Shadow Short Bow of Fiery Might,1,0.001
Champion Mace of Shadows,1,0.001
Cast Iron Scepter of Void,1,0.001
Wood Warhammer of Doom,1,0.001
Demonic Short Bow of Arcane,2,0.002
Divine Bracer of Arcane,3,0.003
Worn Greater Wand of Void,1,0.001
Wood Axe of Healing,1,0.001
Cracked Scepter of Fiery Might,1,0.001
Bronze Scepter of Souls,1,0.001
Mystic Scepter of Arcane,2,0.002
Shadow Halberd of Void,1,0.001
Champion Fire Flame of Sun,2,0.002
Exquisite Bracelet of Sun,2,0.002
Cast Iron Greater Wand of Brilliance,1,0.001
Forged Long Bow of Rage,1,0.001
Lava-Forged Halberd of Rage,1,0.001
Cast Iron Spear of Moon,2,0.002
Cast Iron Axe of Wit,2,0.002
Demonic Staff of Arcane,2,0.002
Reinforced Wand of Healing,1,0.001
Bronze Scythe of Lightning,2,0.002
Worn Necklace of Doom,1,0.001
Steel Fire Flame of Warding,1,0.001
Reinforced Halberd of Rage,1,0.001
Forged Dagger of Doom,2,0.002
Lava-Forged Staff of Souls,1,0.001
Gold Choker,1,0.001
Imbued Amulet of Void,3,0.003
Divine Choker of Wit,4,0.004
Champion Ice Flame of Brilliance,2,0.002
Mystic Warhammer of Torment,1,0.001
Bronze Staff of Arcane,1,0.001
Reinforced Warhammer of Warding,1,0.001
Cracked Scepter of Light,1,0.001
Reinforced Long Sword of Light,2,0.002
Demonic Scepter of Vengeance,2,0.002
Champion Scepter of Insanity,1,0.001
Ancient Rapier of Healing,1,0.001
Dragonscale Choker of Light,1,0.001
Worn Tome of Arcane,1,0.001
Axe of Healing,1,0.001
Cracked Tome of Destruction,1,0.001
Bronze Greater Wand of Vengeance,2,0.002
Demonic Double Bow of Warding,1,0.001
Mystic Spear of Moon,1,0.001
Ancient Staff of Warding,1,0.001
Plague Bracelet of Souls,7,0.006999999999999999
Champion Spear,2,0.002
Ancient Long Bow of Shadows,1,0.001
Lava-Forged Halberd of Moon,3,0.003
Forged Tome of Might,1,0.001
Mystic Long Bow of Fiery Might,1,0.001
Elemental Pendant of Abyss,2,0.002
Ancient Club of Void,1,0.001
Long Sword of Suffering,2,0.002
Cracked Warhammer of Suffering,1,0.001
Reinforced Axe of Void,1,0.001
Gold Ring of Abyss,4,0.004
Shadow Long Bow of Might,1,0.001
Wood Double Bow of Light,1,0.001
Shadow Double Bow of Shadows,1,0.001
Elemental Choker of Fiery Might,2,0.002
Morningstar of Sun,1,0.001
Lava-Forged Greater Wand of Brilliance,1,0.001
Steel Short Bow of Abyss,2,0.002
Cast Iron Halberd of Shadows,1,0.001
Mystic Short Bow of Lightning,1,0.001
Lava-Forged Quarterstaff of Souls,1,0.001
Champion Axe of Arcane,1,0.001
Bronze Wand of Rage,2,0.002
Lava-Forged Long Bow of Light,2,0.002
Bronze Long Bow of Pain,1,0.001
Worn Short Bow of Doom,1,0.001
Cracked Long Sword of Torment,1,0.001
Lava-Forged Warhammer of Suffering,1,0.001
Cast Iron Rapier of Destruction,1,0.001
Morningstar of Insanity,1,0.001
Worn Rapier of Brilliance,1,0.001
Forged Wand of Arcane,1,0.001
Reinforced Tome of Insanity,1,0.001
Champion Spear of Pain,1,0.001
Cracked Long Sword of Suffering,3,0.003
Long Sword of Light,1,0.001
Bronze Pendant of Brilliance,2,0.002
Steel Mace of Abyss,1,0.001
Forged Fire Flame of Wit,2,0.002
Crimson Amulet of Abyss,1,0.001
Mystic Tome of Might,2,0.002
Gold Bracer of Healing,1,0.001
Cast Iron Morningstar of Destruction,1,0.001
Cracked Staff of Fiery Might,2,0.002
Wood Long Bow of Abyss,1,0.001
Ancient Rapier of Sun,1,0.001
Exquisite Amulet of Healing,1,0.001
Shadow Long Sword of Brilliance,2,0.002
Wood Club of Skill,1,0.001
Cracked Morningstar of Insanity,1,0.001
Engraved Necklace of Void,5,0.005
Worn Halberd of Sun,1,0.001
Forged Long Sword of Rage,2,0.002
Mystic Long Sword of Might,1,0.001
Bronze Mace of Pain,1,0.001
Wood Morningstar of Sun,2,0.002
Champion Tome of Sun,1,0.001
Lava-Forged Staff of Warding,2,0.002
Worn Halberd of Shadows,1,0.001
Wood Axe of Light,1,0.001
Choker of Torment,2,0.002
Cast Iron Tome of Souls,1,0.001
Worn Short Bow of Rage,1,0.001
Champion Long Bow of Pain,1,0.001
Champion Quarterstaff of Pain,1,0.001
Shadow Short Bow of Torment,2,0.002
Forged Double Bow of Moon,1,0.001
Cracked Rapier of Moon,1,0.001
Cast Iron Morningstar of Warding,2,0.002
Forged Axe of Warding,1,0.001
Champion Long Bow of Warding,1,0.001
Reinforced Ice Flame of Warding,1,0.001
Mystic Halberd of Healing,1,0.001
Champion Morningstar of Healing,1,0.001
Cracked Morningstar of Might,1,0.001
Ancient Mace of Skill,2,0.002
Lava-Forged Mace of Storms,1,0.001
Champion Scythe of Insanity,2,0.002
Demonic Warhammer of Arcane,1,0.001
Wood Rapier of Suffering,1,0.001
Bronze Club,1,0.001
Bronze Rapier of Moon,2,0.002
Wood Double Bow of Doom,2,0.002
Champion Morningstar of Warding,1,0.001
Demonic Rapier of Abyss,1,0.001
Imbued Ring of Suffering,2,0.002
Champion Halberd of Sun,1,0.001
Forged Club of Vengeance,2,0.002
Axe of Fiery Might,1,0.001
Tome of Healing,2,0.002
Lava-Forged Dagger of Void,1,0.001
Ancient Dagger of Torment,1,0.001
Champion Morningstar of Void,1,0.001
Steel Club of Fiery Might,1,0.001
Worn Staff of Storms,1,0.001
Lava-Forged Staff of Light,1,0.001
Cracked Morningstar of Lightning,1,0.001
Elemental Choker of Pain,2,0.002
Wood Greater Wand of Destruction,3,0.003
Wood Morningstar of Rage,1,0.001
Mystic Ice Flame of Shadows,1,0.001
Lava-Forged Staff of Abyss,1,0.001
Reinforced Fire Flame,1,0.001
Shadow Greater Wand of Doom,1,0.001
Mystic Club of Abyss,2,0.002
Crimson Pendant of Skill,1,0.001
Reinforced Staff of Pain,1,0.001
Wood Ice Flame of Void,1,0.001
Reinforced Short Bow of Doom,3,0.003
Wood Double Bow of Void,3,0.003
Double Bow of Fiery Might,2,0.002
Wood Quarterstaff of Brilliance,1,0.001
Worn Halberd of Vengeance,2,0.002
Mystic Spear of Vengeance,1,0.001
Lava-Forged Morningstar of Healing,1,0.001
Tome of Abyss,2,0.002
Lava-Forged Staff of Torment,1,0.001
Reinforced Tome of Storms,2,0.002
Worn Wand of Void,1,0.001
Forged Rapier of Shadows,1,0.001
Cracked Fire Flame of Destruction,1,0.001
Sage Pendant of Shadows,2,0.002
Bronze Double Bow of Rage,1,0.001
Demonic Axe of Suffering,2,0.002
Lava-Forged Morningstar of Pain,4,0.004
Ancient Halberd of Skill,1,0.001
Cracked Greater Wand of Shadows,2,0.002
Ancient Club of Moon,3,0.003
Steel Greater Wand of Moon,1,0.001
Bronze Fire Flame of Doom,1,0.001
Ice Flame of Skill,1,0.001
Reinforced Staff of Souls,1,0.001
Forged Tome of Fiery Might,2,0.002
Enflamed Necklace of Souls,1,0.001
Worn Axe of Doom,2,0.002
Bronze Amulet of Lightning,2,0.002
Mystic Greater Wand of Shadows,1,0.001
Mystic Short Bow of Warding,1,0.001
Ice Flame of Light,1,0.001
Worn Wand of Warding,1,0.001
Mystic Ice Flame of Fiery Might,1,0.001
Cast Iron Staff of Suffering,1,0.001
Ancient Long Sword of Sun,1,0.001
Worn Greater Wand of Might,2,0.002
Gold Bracer of Moon,2,0.002
Shadow Tome of Torment,1,0.001
Staff,1,0.001
Forged Axe of Arcane,1,0.001
Shadow Spear of Skill,1,0.001
Worn Spear,1,0.001
Ancient Double Bow of Torment,1,0.001
Worn Wand of Shadows,1,0.001
Steel Scepter of Void,1,0.001
Ice Flame of Doom,1,0.001
Cracked Double Bow of Light,1,0.001
Champion Club of Destruction,1,0.001
Cast Iron Warhammer of Warding,3,0.003
Bronze Short Bow of Shadows,1,0.001
Ancient Morningstar of Souls,1,0.001
Shadow Rapier of Moon,2,0.002
Cast Iron Staff of Might,2,0.002
Wood Dagger of Souls,1,0.001
Lava-Forged Amulet of Wit,2,0.002
Lava-Forged Wand of Abyss,1,0.001
Reinforced Ice Flame,2,0.002
Lava-Forged Scythe of Brilliance,1,0.001
Shadow Quarterstaff of Torment,1,0.001
Champion Dagger of Insanity,1,0.001
Forged Long Bow of Shadows,2,0.002
Steel Rapier of Void,2,0.002
Ancient Staff of Torment,1,0.001
Worn Scythe of Light,2,0.002
Bronze Warhammer of Might,1,0.001
Wood Fire Flame of Healing,1,0.001
Mystic Double Bow of Lightning,1,0.001
Wood Fire Flame of Pain,1,0.001
Champion Axe of Suffering,1,0.001
Cast Iron Long Bow of Skill,3,0.003
Reinforced Warhammer of Suffering,2,0.002
Cast Iron Short Bow of Sun,2,0.002
Lava-Forged Short Bow of Arcane,1,0.001
Shadow Spear of Suffering,1,0.001
Steel Scepter of Shadows,2,0.002
Cast Iron Dagger of Vengeance,2,0.002
Shadow Wand of Brilliance,1,0.001
Ancient Spear of Skill,1,0.001
Shadow Halberd of Vengeance,2,0.002
Ancient Scythe of Torment,1,0.001
Lava-Forged Spear of Shadows,1,0.001
Mystic Spear of Souls,1,0.001
Lava-Forged Short Bow of Moon,1,0.001
Bronze Scepter of Storms,1,0.001
Cracked Fire Flame of Insanity,1,0.001
Mystic Club of Skill,1,0.001
Club of Might,1,0.001
Worn Ring of Rage,3,0.003
Reinforced Warhammer of Pain,1,0.001
Cast Iron Spear of Storms,1,0.001
Mystic Dagger of Abyss,2,0.002
Ancient Scythe of Sun,1,0.001
Cracked Warhammer of Storms,1,0.001
Cast Iron Warhammer of Healing,2,0.002
Demonic Long Sword of Pain,2,0.002
Worn Rapier,1,0.001
Champion Halberd of Destruction,2,0.002
Ancient Double Bow of Brilliance,2,0.002
Wood Ice Flame of Healing,1,0.001
Wood Rapier of Storms,1,0.001
Steel Short Bow of Warding,1,0.001
Reinforced Long Sword of Warding,1,0.001
Champion Warhammer of Abyss,2,0.002
Worn Dagger of Sun,1,0.001
Worn Morningstar of Insanity,1,0.001
Lava-Forged Dagger of Rage,1,0.001
Lava-Forged Double Bow of Arcane,1,0.001
Reinforced Ice Flame of Abyss,4,0.004
Lava-Forged Spear of Lightning,1,0.001
Crimson Bracelet of Rage,1,0.001
Demonic Long Bow of Skill,1,0.001
Mystic Tome of Pain,1,0.001
Cracked Halberd of Healing,2,0.002
Steel Scythe of Vengeance,3,0.003
Reinforced Ice Flame of Sun,1,0.001
Demonic Rapier of Insanity,2,0.002
Cracked Morningstar of Pain,1,0.001
Crimson Ring of Rage,1,0.001
Demonic Short Bow of Moon,2,0.002
Mystic Wand of Fiery Might,2,0.002
Axe of Suffering,2,0.002
Ancient Short Bow of Insanity,1,0.001
Forged Rapier of Lightning,1,0.001
Reinforced Halberd of Vengeance,2,0.002
Ancient Mace of Vengeance,1,0.001
Exquisite Amulet of Brilliance,1,0.001
Forged Warhammer of Lightning,1,0.001
Shadow Double Bow of Vengeance,2,0.002
Long Bow of Arcane,1,0.001
Diamond Bracer of Skill,5,0.005
Bronze Morningstar of Lightning,2,0.002
Warhammer of Light,1,0.001
Worn Club of Skill,2,0.002
Wood Fire Flame of Void,1,0.001
Shadow Morningstar of Brilliance,1,0.001
Reinforced Spear of Sun,3,0.003
Mystic Long Bow of Souls,2,0.002
Forged Short Bow of Pain,3,0.003
Demonic Long Bow,1,0.001
Forged Wand of Moon,2,0.002
Worn Halberd of Brilliance,1,0.001
Dragonscale Choker of Torment,2,0.002
Lava-Forged Amulet of Sun,1,0.001
Lava-Forged Morningstar of Warding,1,0.001
Worn Morningstar of Wit,1,0.001
Cracked Scepter of Arcane,1,0.001
Worn Scythe of Warding,1,0.001
Cracked Short Bow of Abyss,1,0.001
Cast Iron Quarterstaff of Doom,1,0.001
Champion Scythe of Warding,1,0.001
Ancient Long Bow of Souls,1,0.001
Sage Necklace of Arcane,2,0.002
Wood Warhammer of Shadows,1,0.001
Mystic Scythe of Shadows,1,0.001
Scepter of Healing,1,0.001
Cracked Rapier of Void,3,0.003
Demonic Fire Flame of Skill,1,0.001
Worn Double Bow of Moon,1,0.001
Spear of Light,1,0.001
Champion Rapier of Vengeance,1,0.001
Mystic Scepter of Destruction,1,0.001
Ancient Rapier of Brilliance,1,0.001
Forged Mace of Light,1,0.001
Shadow Scepter of Void,1,0.001
Reinforced Tome of Vengeance,1,0.001
Ancient Ice Flame of Pain,1,0.001
Dagger of Shadows,2,0.002
Worn Tome of Lightning,1,0.001
Spear of Sun,2,0.002
Bronze Tome of Shadows,1,0.001
Mystic Fire Flame of Doom,1,0.001
Ancient Ice Flame of Vengeance,1,0.001
Cracked Long Sword of Insanity,1,0.001
Cracked Greater Wand of Souls,2,0.002
Demonic Ice Flame of Insanity,2,0.002
Lava-Forged Warhammer of Brilliance,1,0.001
Lava-Forged Warhammer of Arcane,1,0.001
Possessed Choker of Abyss,1,0.001
Forged Wand of Insanity,1,0.001
Exquisite Choker of Vengeance,2,0.002
Champion Double Bow of Rage,1,0.001
Shadow Spear of Pain,2,0.002
Cracked Axe of Abyss,2,0.002
Shadow Staff of Healing,2,0.002
Demonic Spear of Warding,2,0.002
Champion Axe of Void,1,0.001
Reinforced Long Bow of Warding,1,0.001
Shadow Fire Flame,1,0.001
Reinforced Warhammer of Brilliance,1,0.001
Ring of Warding,4,0.004
Cracked Rapier of Fiery Might,2,0.002
Demonic Scythe of Abyss,2,0.002
Lava-Forged Halberd of Brilliance,1,0.001
Steel Long Sword of Suffering,1,0.001
Forged Mace of Warding,1,0.001
Cast Iron Scythe of Suffering,1,0.001
Steel Halberd of Arcane,1,0.001
Ancient Short Bow of Healing,1,0.001
Wood Spear of Wit,1,0.001
Demonic Wand of Warding,1,0.001
Wood Halberd of Might,1,0.001
Bronze Long Bow of Vengeance,1,0.001
Steel Warhammer of Torment,1,0.001
Shadow Rapier of Might,1,0.001
Ancient Staff of Rage,1,0.001
Reinforced Staff of Sun,1,0.001
Cast Iron Scepter of Arcane,1,0.001
Forged Fire Flame of Destruction,1,0.001
Champion Spear of Healing,1,0.001
Bronze Morningstar of Insanity,1,0.001
Ancient Warhammer of Arcane,1,0.001
